agent_name,branch,iata_no,dipc,institution,inv_type,status
VOYAGES WASTEELS,PARSM,20205054,IP,BSP,P,A
MERCURY TRAVEL,NYCSM,22695573,IP,ARC,P,A
REISEBURO JOSEF HARTMANN GMBH & CO VICTORIA VE,FRASM,23223550,IP,BSP,P,A
GREATER FALLS TVL AGCY,NYCSM,22604632,IP,ARC,P,A
GARBER TRAVEL,NYCSM,22964572,IP,ARC,P,A
CAB,PARSM,20265744,IP,BSP,P,A
CWL MIDI LIBRE,PARSM,20219706,IP,BSP,P,A
BENCKISER SERVICES GMBH,FRASM,23217541,IP,BSP,P,A
CORSE,PARSM,20293545,IP,BSP,P,A
THCO,PARSM,20207213,IP,BSP,P,A
GIRASCHI,PARSM,20234362,IP,BSP,P,A
FUN,PARSM,20243392,IP,BSP,P,A
THCO,PARSM,20273621,IP,BSP,P,A
KITTERY TRAVEL,NYCSM,20733834,IP,ARC,P,A
DEUTSCHES REISEBURO CO RHONE POULENCE N,FRASM,23218915,IP,BSP,P,A
FIRST REISEBUERO,FRASM,23224585,IP,BSP,P,A
REISEBURO BAD SACKINGEN GMBH,FRASM,23205254,IP,BSP,P,A
REISEBURO HORTEN GMBH,FRASM,23200682,IP,BSP,P,A
AMERICAN EXPRESS,NYCSM,22519044,IP,ARC,P,A
T.I.P. REISEBURO GMBH,FRASM,23202130,IP,BSP,P,A
CITY POINT TRAVEL,NYCSM,22633796,IP,ARC,P,A
GEISLINGER REISEBURO GMBH & KG,FRASM,23220120,IP,BSP,P,A
KARSTDT REISEBUERO HANBURG,FRASM,23215231,IP,BSP,P,A
HAPAG LLOYD TOURS GMBH,FRASM,23221925,IP,BSP,P,A
BCD TRAVEL,NYCSM,22565594,IP,ARC,P,A
THCO,PARSM,20211332,IP,BSP,P,A
INTERCONTINENTAL REISEN,FRASM,23214144,IP,BSP,P,A
PANALPINA TRANSPORTS INTERNATIONAUX,PARSM,20470576910,IC,CASS,G,A
REISEBUERO EBERHARDT GMBH,FRASM,23222765,IP,BSP,P,A
LUDLOW TRAVEL AGENCY,NYCSM,22745251,IP,ARC,P,A
LESAGE,PARSM,20208322,IP,BSP,P,A
ALLGAEUER RB,FRASM,23203670,IP,BSP,P,A
REISEBURO AM RATHAUS,FRASM,23214542,IP,BSP,P,A
UNKNOWN,PARSM,20200434,IP,BSP,P,A
MCGREGOR TRAVEL,NYCSM,22510563,IP,ARC,P,A
AMF PRESIDENTIAL TRAVEL,NYCSM,22970894,IP,ARC,P,A
FARINHAS TRAVEL AGENCY,NYCSM,22648172,IP,ARC,P,A
ERIN WORLD TRAVEL,NYCSM,22641581,IP,ARC,P,A
TVL1 XS6 DEMAG CHICOPEE,NYCSM,22970802,IP,ARC,P,A
TOUR & TRAVEL,NYCSM,22548223,IP,ARC,P,A
TRAVELHANSA REISEBURO GMBH,FRASM,23222636,IP,BSP,P,A
STARNBERGER VERKEHRSBURO,FRASM,23201146,IP,BSP,P,A
CTN PRESIDENTIAL TRAVEL,NYCSM,22876280,IP,ARC,P,A
COLPITTS TRAVEL CENTER,NYCSM,22602801,IP,ARC,P,A
OLIVIERI & GIBBS TVL CTR,NYCSM,22504882,IP,ARC,P,A
ALISO,PARSM,20214375,IP,BSP,P,A
SOCOA,PARSM,20211623,IP,BSP,P,A
CONGRESS PARTNER REISE UND VERANSTALT,FRASM,23211926,IP,BSP,P,A
THCO,PARSM,20204531,IP,BSP,P,A
WELCOME ABOARD VACATN CTR,NYCSM,20930954,IP,ARC,P,A
REISEWELT,FRASM,23225731,IP,BSP,P,A
TRAVEL WITH US,NYCSM,22704161,IP,ARC,P,A
ANTHONYS TOURSII,NYCSM,22527466,IP,ARC,P,A
JULIAS TRAVEL AGENCY,NYCSM,22500811,IP,ARC,P,A
AQUARIUS TRAVEL,NYCSM,22970824,IP,ARC,P,A
ACTION 6 BAY STATE TVL,NYCSM,22516583,IP,ARC,P,A
RSB VOLLES INH RSB HETZLER,FRASM,23213676,IP,BSP,P,A
ACADEMIC TRAVEL SERVICES,NYCSM,22522334,IP,ARC,P,A
CARLSON WAGONLIT,PARSM,20291946,IP,BSP,P,A
AQUARIUS TOURS,NYCSM,22979740,IP,ARC,P,A
REISEBURO BRUCKKOBEL HARTUNG UND LAUFER O,FRASM,23205674,IP,BSP,P,A
ARKTIS REISEN SCHEHLE GMBH,FRASM,23209572,IP,BSP,P,A
DOYLE TRAVEL CENTER,NYCSM,22631534,IP,ARC,P,A
CONNECT REISEN GMBH,FRASM,23216594,IP,BSP,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22971432,IP,ARC,P,A
COLPITTS WORLD TRAVEL,NYCSM,22504602,IP,ARC,P,A
TUTTLE TRAVEL,NYCSM,22962520,IP,ARC,P,A
CONTEMPORARY TVL CNSLTNTS,NYCSM,22947352,IP,ARC,P,A
WILLICHER REISEBURO,FRASM,23211171,IP,BSP,P,A
TWENTIETH CENTURY TVL,NYCSM,22903926,IP,ARC,P,A
CWL CWL MTC,PARSM,20212780,IP,BSP,P,A
HAVAS VOYAGES,PARSM,20230092,IP,BSP,P,A
AMEX,PARSM,20242283,IP,BSP,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22608412,IP,ARC,P,A
HAFERMANN REISEN GMBH & KG,FRASM,23219523,IP,BSP,P,A
NAVIGANT INTL BOSTON,NYCSM,22791171,IP,ARC,P,A
HAPAG LLOYD REISEBURO GMBH FIRMENREISEDIENST,FRASM,23220842,IP,BSP,P,A
GROTON COACH & TRAVEL,NYCSM,22679716,IP,ARC,P,A
ASTL REISEN GMBH,FRASM,23218576,IP,BSP,P,A
AKR AKADEMISCHER REISEDIENST,FRASM,23213116,IP,BSP,P,A
REISEFIEBER SELBSTSTANDIG REISEN,FRASM,23200170,IP,BSP,P,A
ORION REISEBURO,FRASM,23215636,IP,BSP,P,A
DER REISEBUERO,FRASM,23217670,IP,BSP,P,A
MOELLER REISEBUERO,FRASM,23200940,IP,BSP,P,A
REISEBURO WINKELMANN KG,FRASM,23203390,IP,BSP,P,A
LINDEX HANDELSGESELLSCHAFT MBH,FRASM,23204506,IP,BSP,P,A
AAA TRAVEL AGENCY,NYCSM,20500266,IP,ARC,P,A
DON TOWLE TRAVEL,NYCSM,20747425,IP,ARC,P,A
REISEBURO SCHILDESCHE,FRASM,23208791,IP,BSP,P,A
TRAVEL CENTER,NYCSM,22806372,IP,ARC,P,A
REISELAND HERRESTHAL TOURISTIK GMBH,FRASM,23209546,IP,BSP,P,A
HANAU DE,FRASM,23215404,IP,BSP,P,A
HOLDEN VALLEY TRAVEL,NYCSM,22911755,IP,ARC,P,A
AMER EXPRESS TRAVEL,NYCSM,22971981,IP,ARC,P,A
EXECUTIVE TRAVEL SERVICES,NYCSM,22741283,IP,ARC,P,A
GETAWAY TRAVEL,FRASM,23214520,IP,BSP,P,A
ALPHA TOURS REISEBURO GMBH GESCHAFTSLEITUNG,FRASM,23222113,IP,BSP,P,A
VDK LTB REISEDIENST GMBH,FRASM,23213783,IP,BSP,P,A
TOURPLAN REISESERVICE AM FLUGHAFEN,FRASM,23210913,IP,BSP,P,A
RODAMER REISEN GMBH,FRASM,23223115,IP,BSP,P,A
GARBERS TRAVEL SVC,NYCSM,22966845,IP,ARC,P,A
HAUTE,PARSM,20245492,IP,BSP,P,A
GEPPETTOS TRAVEL,NYCSM,22667433,IP,ARC,P,A
REISEWELT,FRASM,23225646,IP,BSP,P,A
DEUTSCHES REISEBUERO,FRASM,23217935,IP,BSP,P,A
GLOBE TRAVEL SERVICE,NYCSM,22632831,IP,ARC,P,A
GEO REISE,FRASM,23204311,IP,BSP,P,A
REISEBURO BUHLER GMBH,FRASM,23219991,IP,BSP,P,A
REISEBURO GARTHE UND PFLUG,FRASM,23223001,IP,BSP,P,A
HEWINS TVL CONSULTANTS,NYCSM,20971031,IP,ARC,P,A
ALKA TRAVEL GMBH,FRASM,23210946,IP,BSP,P,A
FAUST INT. GOLFREISEN GMBH,FRASM,23206632,IP,BSP,P,A
CROWN TRAVEL CENTER,NYCSM,22838082,IP,ARC,P,A
BTI AMERICAS,NYCSM,22971734,IP,ARC,P,A
BOULEVARD TRAVEL,NYCSM,22975470,IP,ARC,P,A
REISEBUERO BRINCK UND,FRASM,23212991,IP,BSP,P,A
CRIMSON TRAVEL SERVICE,NYCSM,22876884,IP,ARC,P,A
WARWICK TRAVEL CTN,NYCSM,22509303,IP,ARC,P,A
GOREISEN SAADE OSTERHOLZ SCHARMBECK,FRASM,23201091,IP,BSP,P,A
CTN PORTSMOUTH TRAVEL,NYCSM,20971226,IP,ARC,P,A
MAYRIAIS VOYAGES,PARSM,20222996,IP,BSP,P,A
TRAVELIA,PARSM,20247533,IP,BSP,P,A
CLUB,PARSM,20203573,IP,BSP,P,A
MC2,PARSM,20224886,IP,BSP,P,A
TVL AGTS INTL FOREST AVE,NYCSM,20622604,IP,ARC,P,A
CWL,PARSM,20201252,IP,BSP,P,A
CWL FRANTOUR,PARSM,20236716,IP,BSP,P,A
ABR REISEBUERO,FRASM,23224316,IP,BSP,P,A
MEIER'S WELTREISEN GMBH,FRASM,23205280,IP,BSP,P,A
CONFREIGHT AIR SA,PARSM,20472296913,IC,CASS,G,A
BAY STATE TVL CENTER,NYCSM,22843881,IP,ARC,P,A
DR. TIGGES GESCHAFTSREISEN CO KRUPP POLYSIUS A,FRASM,23220234,IP,BSP,P,A
DGB REISEN GMBH,FRASM,23207203,IP,BSP,P,A
THOMAS COOK,PARSM,20238260,IP,BSP,P,A
WESTON TRAVEL SERVICE,NYCSM,22933676,IP,ARC,P,A
REISEAGENTUR ZIMMERMANN,FRASM,23221752,IP,BSP,P,A
SMART SET TOURS,NYCSM,22855136,IP,ARC,P,A
TRAVEL DYNAMICS,NYCSM,22887826,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22533173,IP,ARC,P,A
POLORBIS REISEUNTERNEHMEN GMBH,FRASM,23205696,IP,BSP,P,A
EURO LLOYD REISEBURO GMBH CO AKZO FASER AGMBH,FRASM,23224762,IP,BSP,P,A
THL TRAVEL GMBH,FRASM,23206971,IP,BSP,P,A
CAL MART TRAVEL SVCS,NYCSM,22976015,IP,ARC,P,A
OPTIMAL REISEN,FRASM,23204414,IP,BSP,P,A
HP NEELY BRISBANE,NYCSM,22971502,IP,ARC,P,A
REISEBUERO HESS GU REISEN RIO TOURS,FRASM,23225182,IP,BSP,P,A
AMERICAN EXPRESS REISEBUERO,FRASM,23205685,IP,BSP,P,A
INTERTRAVEL,NYCSM,22847215,IP,ARC,P,A
TCH,PARSM,20245282,IP,BSP,P,A
ALOES,PARSM,20249784,IP,BSP,P,A
RAPTIM,PARSM,20209022,IP,BSP,P,A
REISEBURO H. KRUG GMBH,FRASM,23220746,IP,BSP,P,A
SCHENKER REISEBUERO,FRASM,23222474,IP,BSP,P,A
KOGAG KONGRESS AGENTUR,FRASM,23204403,IP,BSP,P,A
COCHRAN TRAVEL,NYCSM,22627242,IP,ARC,P,A
SCHIELEIN REISEN,FRASM,23219313,IP,BSP,P,A
LANCASTER TRAVEL,NYCSM,22731995,IP,ARC,P,A
ROSENBLUTH TVL AGCY,NYCSM,22935802,IP,ARC,P,A
REISEBURO WERNER FAHRENKROG GM,FRASM,23211742,IP,BSP,P,A
FREE WIND TRAVEL,NYCSM,22532160,IP,ARC,P,A
CWI,PARSM,20251884,IP,BSP,P,A
FITOUR,PARSM,20288811,IP,BSP,P,A
AMEXONE,NYCSM,22585776,IP,ARC,P,A
DERPART REISEBURO FRENZEN GMBH,FRASM,23202966,IP,BSP,P,A
WEAVER TRAVEL,NYCSM,22512825,IP,ARC,P,A
TIME TRAVELERS,NYCSM,22588941,IP,ARC,P,A
DEUTSCHES,FRASM,23217014,IP,BSP,P,A
EURO LLOYD REISEBURO GMBH,FRASM,23222356,IP,BSP,P,A
REISEBURO KIOS WEST GMBH,FRASM,23201452,IP,BSP,P,A
HAPAG LLOYD REISEBURO GMBH I. HS. TEXTIMA AG,FRASM,23222253,IP,BSP,P,A
E NORWICH TRS & TVL,NYCSM,22979250,IP,ARC,P,A
TRAVELAND INTL,LAXSM,21543196,IP,ARC,P,A
N F FERMEE,PARSM,20225144,IP,BSP,P,A
GONDRAND VGEIIR LUBECK PARIS,PARSM,20232354,IP,BSP,P,A
THCO,PARSM,20218925,IP,BSP,P,A
ATLAS REISEBURO GMBH,FRASM,23206680,IP,BSP,P,A
REISEBURO EMIL HESS,FRASM,23224821,IP,BSP,P,A
ADLER TOURS BERLIN,FRASM,23211790,IP,BSP,P,A
LUFTHANSA CITY CENTER,FRASM,23204226,IP,BSP,P,A
AMERICAN EXPRESS INTERNATIONALCO ARAG INSURANCE C,FRASM,23212081,IP,BSP,P,A
DICK FOX TRAVEL,NYCSM,22518845,IP,ARC,P,A
ATLAS TVL INTERNATIONAL,NYCSM,22549380,IP,ARC,P,A
TRAVELERS CHOICE,NYCSM,22719653,IP,ARC,P,A
TRAVEL WORLD,NYCSM,22765901,IP,ARC,P,A
REISEBUERO KNOEFEL & NOLTE,FRASM,23214041,IP,BSP,P,A
CRIMSON TVL SERVICE,NYCSM,22615622,IP,ARC,P,A
ROSENBLUTH TVL AGCY,NYCSM,22979795,IP,ARC,P,A
SAGA AIR,PARSM,20470615911,IC,CASS,G,A
TRANSROUTE,PARSM,20291773,IP,BSP,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22976041,IP,ARC,P,A
REISEBURO PINNO GMBH,FRASM,23225075,IP,BSP,P,A
DEUTSCHES REISEBURO GMBH,FRASM,23225300,IP,BSP,P,A
BTI AMERICAS,NYCSM,22978292,IP,ARC,P,A
ATC AIR TRAVEL CONSULTING,FRASM,23214785,IP,BSP,P,A
REISE MEILCHEN,FRASM,23212033,IP,BSP,P,A
REISEBURO ODENWALD GMBH,FRASM,23203714,IP,BSP,P,A
ALEXANDER TOURS,NYCSM,22913951,IP,ARC,P,A
GRAULHET,PARSM,20205290,IP,BSP,P,A
EURO LLOYD REISEBURO GMBH VERKAUFSSCHALTER R 1,FRASM,23219976,IP,BSP,P,A
BRIAN MOORE INTL TRS,NYCSM,22572933,IP,ARC,P,A
AMERICAN EXPRESS REISEBUERO,FRASM,23205976,IP,BSP,P,A
AMERICAN EXPRESS INTERNATIONAL,FRASM,23212066,IP,BSP,P,A
WORLDTRAVEL PARTNERS,NYCSM,22540405,IP,ARC,P,A
BUSINESS TOURS,FRASM,23214553,IP,BSP,P,A
ELBA REISEBUERO,FRASM,23219954,IP,BSP,P,A
THOMAS COOK TRAVEL,NYCSM,22975374,IP,ARC,P,A
THOMAS COOK REISEBURO CO COMMERZBANK FRAN,FRASM,23219766,IP,BSP,P,A
REISEBURO HILLEBRAND CO MOTOROLA,FRASM,23212781,IP,BSP,P,A
ROSENBLUTH INTL,NYCSM,22778674,IP,ARC,P,A
LUDWIG TRAVEL SVC,NYCSM,22667374,IP,ARC,P,A
ATLAS REISEBURO INH HANS MIELACK,FRASM,23219652,IP,BSP,P,A
PLEIN,PARSM,20228213,IP,BSP,P,A
DAYS TRAVEL BUREAU,NYCSM,20621451,IP,ARC,P,A
LIBERTE VOYAGES,PARSM,20256353,IP,BSP,P,A
REISEBURO VICTORIAPASSAGE GMBH,FRASM,23210143,IP,BSP,P,A
E.F.F.,FRASM,23213595,IP,BSP,P,A
GLADBACH,FRASM,23217246,IP,BSP,P,A
REISE SERVICE FISCHER,FRASM,23217762,IP,BSP,P,A
CENTENNIAL TVL CONSULTNTS,NYCSM,22528284,IP,ARC,P,A
THOMAS COOK TRAVEL,NYCSM,22974431,IP,ARC,P,A
HOLIDAIR TRAVEL,NYCSM,22515592,IP,ARC,P,A
DEUTSCHES REISEBUERO GMBH,FRASM,23215780,IP,BSP,P,A
REISEBUERO ROMINGER WALDSMUT,FRASM,23217880,IP,BSP,P,A
GARBER TRAVEL SERVICE,NYCSM,22662916,IP,ARC,P,A
NEVERS,PARSM,20244066,IP,BSP,P,A
CROLARD,PARSM,20202571,IP,BSP,P,A
AMERICAN EXPRESS VOYAGES,PARSM,20250193,IP,BSP,P,A
CONTIWAYS REISEN GMBH,FRASM,23215662,IP,BSP,P,A
SCHIELEIN REISEN,FRASM,23219302,IP,BSP,P,A
G I T TRAVEL,NYCSM,22662264,IP,ARC,P,A
BRILONER REISEBURO GMBH,FRASM,23200236,IP,BSP,P,A
REISE WELT REISEBURO ERNST GUNTER IVEN GM,FRASM,23208651,IP,BSP,P,A
ADVENTURES ON SKIS,NYCSM,22637580,IP,ARC,P,A
CORROON AND BLACK,NYCSM,22968400,IP,ARC,P,A
FRANS MAAS ROISSY,PARSM,20471919510,IC,CASS,G,A
SIROCCO,PARSM,20224116,IP,BSP,P,A
AMEX ST DENIS,PARSM,20275920,IP,BSP,P,A
ACT FLUGREISEBURO GMBH,FRASM,23203213,IP,BSP,P,A
"REISEBUERO DAHMEN,OHLIGSER",FRASM,23217423,IP,BSP,P,A
PIONEER VALLEY TRAVEL,NYCSM,22808310,IP,ARC,P,A
TOURS & TRAVEL,NYCSM,22877606,IP,ARC,P,A
REISEBURO BUHLER GMBH,FRASM,23207483,IP,BSP,P,A
DER REISEBURO OTTO OHG,FRASM,23208975,IP,BSP,P,A
AMERICAN EXPRESS INT.,FRASM,23202992,IP,BSP,P,A
UNIGLOBE CONSOLITATED TVL,NYCSM,22927461,IP,ARC,P,A
REISEBURO RAYMOND MEYER,FRASM,23207472,IP,BSP,P,A
REISEBUERO PAPENDICK,FRASM,23217364,IP,BSP,P,A
REISEBUERO HOLMPASSAGE,FRASM,23218801,IP,BSP,P,A
LIBERTY TRAVEL,NYCSM,22833650,IP,ARC,P,A
REISEBURO BETZDORF,FRASM,23208500,IP,BSP,P,A
FLANDRES ARTOIS TOURISME,PARSM,20221633,IP,BSP,P,A
HQ ENTREPRISE PEPETE SERVICE PLUS,PARSM,20473009513,IC,CASS,G,A
ALLTOURS FLUGREISEN GMBH,FRASM,23223911,IP,BSP,P,A
KARSTADT REISEBURO,FRASM,23213201,IP,BSP,P,A
HAPAG LLOYD REISEBURO FLUGHAFEN SCHONEFELD,FRASM,23221586,IP,BSP,P,A
AM EX REVERE TVL,NYCSM,22962446,IP,ARC,P,A
GARBERS TRAVEL SVC,NYCSM,22962752,IP,ARC,P,A
ALLTOURS REISEBURO GMBH,FRASM,23217596,IP,BSP,P,A
REISEBURO WILLI SIMON GMBH,FRASM,23209992,IP,BSP,P,A
LIBERTY WORLD TRAVEL,NYCSM,22739323,IP,ARC,P,A
REISEBURO BRATKUS,FRASM,23221133,IP,BSP,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22798042,IP,ARC,P,A
SUD OUEST VOYAGES,PARSM,20202884,IP,BSP,P,A
VOYAGES WASTEELS,PARSM,20211903,IP,BSP,P,A
MEDIANE,PARSM,20233640,IP,BSP,P,A
WASTEELS,PARSM,20212555,IP,BSP,P,A
BANGOR TRAVEL SERVICES,NYCSM,20553536,IP,ARC,P,A
INDUSTRIE UND REISEDIENST GMBH,FRASM,23222216,IP,BSP,P,A
COLPITTS WORLD TRAVEL,NYCSM,22559003,IP,ARC,P,A
THE REMINGTON GROUP,NYCSM,22823953,IP,ARC,P,A
SWINGTOURS FLUGREISEN GMBH SW TOURS,FRASM,23225495,IP,BSP,P,A
CONSUL WELTREISEN,FRASM,23222522,IP,BSP,P,A
FRENTZ TOURISTIK REISEBURO GMBH,FRASM,23211591,IP,BSP,P,A
CLIPPER CITY TRAVEL,NYCSM,22665451,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,FRASM,23217493,IP,BSP,P,A
REISEBUERO DROSTE,FRASM,23213901,IP,BSP,P,A
ADRIA,PARSM,20216840,IP,BSP,P,A
AVCO,NYCSM,22971535,IP,ARC,P,A
VERNEY,PARSM,20206340,IP,BSP,P,A
AMERICAN EXPRESS REISEBUERO,FRASM,23218215,IP,BSP,P,A
VOYAGES DEPECHE WAGONS LITS,PARSM,20294315,IP,BSP,P,A
THOMAS COOK TRAVEL,NYCSM,22741364,IP,ARC,P,A
CWL EST,PARSM,20254861,IP,BSP,P,A
THOMAS COOK TOURS,FRASM,23220886,IP,BSP,P,A
AU BON PAIN,NYCSM,22976645,IP,ARC,P,A
DAYS TRAVEL BUREAU,NYCSM,20905172,IP,ARC,P,A
DEUTSCHES RSB,FRASM,23212626,IP,BSP,P,A
A D A C HANSA E.V.,FRASM,23221505,IP,BSP,P,A
REISEBURO PETER MARTINEK GMBH,FRASM,23220492,IP,BSP,P,A
JET REISEN GMBH,FRASM,23202734,IP,BSP,P,A
APEX FLUGRESEN,FRASM,23204252,IP,BSP,P,A
TRAVEL CUTS,NYCSM,22585754,IP,ARC,P,A
KER,PARSM,20221423,IP,BSP,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,20514686,IP,ARC,P,A
REISEBUERO CONCORDE NEU ISENBURG,FRASM,23208780,IP,BSP,P,A
KENDALL TRAVEL,NYCSM,22771523,IP,ARC,P,A
TRAVEL NETWORK,NYCSM,22975643,IP,ARC,P,A
CITY CENTER,FRASM,23208010,IP,BSP,P,A
A T T A REISE TOURISTIK GMBH,FRASM,23206330,IP,BSP,P,A
KARSTADT REISEBUERO,FRASM,23201706,IP,BSP,P,A
PRIDE TRAVEL,NYCSM,22525576,IP,ARC,P,A
MEDWAY TRAVEL,NYCSM,22504543,IP,ARC,P,A
CRUISEWORLD,NYCSM,22517353,IP,ARC,P,A
REISEBURO JURGEN DERSCH,FRASM,23202550,IP,BSP,P,A
THCO VOY,PARSM,20240124,IP,BSP,P,A
GARBERS TVL SVC,NYCSM,22961422,IP,ARC,P,A
BERKSHIRE WORLD TVL,NYCSM,22532414,IP,ARC,P,A
TRAVEL MAGIC,NYCSM,22587401,IP,ARC,P,A
WORLD WISE TRAVEL,NYCSM,22935054,IP,ARC,P,A
PARAGON TOURS,NYCSM,22627916,IP,ARC,P,A
HAPAG LLOYD REISEBURO,FRASM,23213131,IP,BSP,P,A
REISE SERVICE GRUNWALD GMBH,FRASM,23206573,IP,BSP,P,A
SKYLINK INTERNATIONAL,NYCSM,22543323,IP,ARC,P,A
AMERICAN EXPRESS INTERNATIONAL,FRASM,23202185,IP,BSP,P,A
TRAVEL CENTRE,NYCSM,22547943,IP,ARC,P,A
FERNANDEZ TVL AGCY,NYCSM,22525602,IP,ARC,P,A
CITY REISEBURO GMBH,FRASM,23200693,IP,BSP,P,A
REISEBURO AM PATENTAMT,FRASM,23203972,IP,BSP,P,A
TRAVELROUND INTL,NYCSM,22896300,IP,ARC,P,A
PENSM TICKETING COUNTER,PENSM,20393100,IP,NA,D,A
BENRATHER REISEBUERO,FRASM,23220713,IP,BSP,P,A
TQ3NAVIGANT,NYCSM,22532182,IP,ARC,P,A
TRAVEL BY JUDIE LEON,NYCSM,22898676,IP,ARC,P,A
LEISURE TRAVEL AGENCY,NYCSM,22874585,IP,ARC,P,A
GARBERS TVL SVC,NYCSM,22529570,IP,ARC,P,A
TVL WIZE TOUR ASSOCS,NYCSM,20893795,IP,ARC,P,A
ASCOT TVL SVC,NYCSM,22540350,IP,ARC,P,A
TRAVEL SPECIALISTS,NYCSM,22913166,IP,ARC,P,A
"REISEBUERO, EMIL HESS GMBH & KG",FRASM,23213831,IP,BSP,P,A
NOVA TRAVEL,NYCSM,22608736,IP,ARC,P,A
CHOISY,PARSM,20289566,IP,BSP,P,A
CWL GALERIE,PARSM,20234616,IP,BSP,P,A
ALPHA REISEBURO GMBH,FRASM,23222124,IP,BSP,P,A
REISEBURO BURRI FISCHTER KG,FRASM,23221170,IP,BSP,P,A
VISTA TRAVEL,NYCSM,22966381,IP,ARC,P,A
REISEBURO VOLKSBANK WESTERWALD,FRASM,23201113,IP,BSP,P,A
TICKET TERMINAL HUSEMANN & FOGEN OHG,FRASM,23221660,IP,BSP,P,A
REISEBURO AM RATHAUS GMBH,FRASM,23224364,IP,BSP,P,A
DENNIS & DONOVAN TVL,NYCSM,22626236,IP,ARC,P,A
CORAL TVL,NYCSM,22504576,IP,ARC,P,A
REISEBURO DIETER BETH,FRASM,23215216,IP,BSP,P,A
VIKING WORLD TVL,NYCSM,22920564,IP,ARC,P,A
ATLANTIS REISESTUDIO,FRASM,23201695,IP,BSP,P,A
CLUB,PARSM,20237280,IP,BSP,P,A
MILTON BRADLEY,NYCSM,22970511,IP,ARC,P,A
CORNEL REISEBURO GMBH,FRASM,23207332,IP,BSP,P,A
BWE FREIZEIT & TOURISTIK GMBH,FRASM,23217876,IP,BSP,P,A
CRIMSON TVL SVC,NYCSM,22971911,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,22778604,IP,ARC,P,A
WAYSIDE TRAVEL,NYCSM,22500925,IP,ARC,P,A
TOTAL TRAVEL BROOKLINE MA,NYCSM,22509071,IP,ARC,P,A
PARTNAIR,PARSM,20479673115,IC,CASS,G,A
TRAVEX AGENCY,NYCSM,22662135,IP,ARC,P,A
SAGA AIR,PARSM,20470614415,IC,CASS,G,A
REISEBURO W.U.M. KANNE,FRASM,23200800,IP,BSP,P,A
SURFSIDE TRAVEL SVC,NYCSM,22606780,IP,ARC,P,A
DER REISEBUERO,FRASM,23216793,IP,BSP,P,A
OMEGA TRAVEL,NYCSM,22970625,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,22643191,IP,ARC,P,A
GLOBETROTTER REISEBURO GMBH,FRASM,23209804,IP,BSP,P,A
KD KARSTADT RB,FRASM,23220024,IP,BSP,P,A
REISE SERVICE ANTON GMBH,FRASM,23210902,IP,BSP,P,A
BERKSHIRE TRAVEL AGCY,NYCSM,22615736,IP,ARC,P,A
HAPAG LLOYD REISEBURO GMBH I. HS. ABB INDUSTRIE,FRASM,23222544,IP,BSP,P,A
AHVAS VGES STRASBURG,PARSM,20211785,IP,BSP,P,A
YANKEE TOUR & TRAVEL,NYCSM,20970563,IP,ARC,P,A
REISESERVICE RIETBERG,FRASM,23208430,IP,BSP,P,A
TOULON,PARSM,20207762,IP,BSP,P,A
REISEBURO STEFFEN GESCHAFTSLEITUNG,FRASM,23221553,IP,BSP,P,A
UEBERSEE REISEBUERO,FRASM,23212873,IP,BSP,P,A
JET SET REISEN,FRASM,23223642,IP,BSP,P,A
AEV FERMEE,PARSM,20224632,IP,BSP,P,A
NORTHWEST TVL GROUP,NYCSM,22977625,IP,ARC,P,A
RAYMOND & WHITCOMB,NYCSM,22821794,IP,ARC,P,A
MARITZ TRAVEL,NYCSM,22522721,IP,ARC,P,A
QUO VADIS,NYCSM,22599721,IP,ARC,P,A
CAP 5,PARSM,20240846,IP,BSP,P,A
USTRAVEL CHILD TVL SVCS,NYCSM,22969575,IP,ARC,P,A
CITY REISEN GMBH HAHNENPASSAGE,FRASM,23215124,IP,BSP,P,A
GALAXY TRAVEL,NYCSM,22532646,IP,ARC,P,A
THE DIFFERENCE TVL AGCY,NYCSM,22844172,IP,ARC,P,A
REISEBURO AM RANKEPLATZ GMBH,FRASM,23200671,IP,BSP,P,A
REISEBURO KITZINGER & GMBH,FRASM,23210025,IP,BSP,P,A
HORIZONS UNLIMITED,NYCSM,22698480,IP,ARC,P,A
TVL BY BETTY DOHERTY,NYCSM,22885785,IP,ARC,P,A
PATRIOT TRAVEL,NYCSM,22679451,IP,ARC,P,A
L'UNION VOYAGES,PARSM,20223416,IP,BSP,P,A
COLPITTS WORLD TRAVEL,NYCSM,22967022,IP,ARC,P,A
IBUSZ REISEBURO,FRASM,23222872,IP,BSP,P,A
AMERICAN TRAVELLER,NYCSM,22603851,IP,ARC,P,A
REISEBURO PANTER,FRASM,23208220,IP,BSP,P,A
REISEBURO NEU WULMSTORF,FRASM,23211786,IP,BSP,P,A
WASTEELS,PARSM,20294282,IP,BSP,P,A
